    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       70    0.001    0.000    0.004    0.000 c_parser_wrapper.py:355(_concatenate_chunks)
    36118    0.004    0.000    0.004    0.000 {method 'startswith' of 'str' objects}
      358    0.003    0.000    0.004    0.000 _compiler.py:243(_optimize_charset)
      114    0.000    0.000    0.004    0.000 typing.py:521(__getitem__)
      751    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:615(_get_cached)
       67    0.000    0.000    0.004    0.000 functional_validators.py:125(__get_pydantic_core_schema__)
       77    0.000    0.000    0.004    0.000 indexing.py:1689(_getitem_tuple)
      392    0.000    0.000    0.004    0.000 generic.py:5598(<genexpr>)
        2    0.000    0.000    0.004    0.002 _decorators.py:1(<module>)
     1063    0.000    0.000    0.004    0.000 scanner.py:113(check_token)
      398    0.001    0.000    0.004    0.000 managers.py:317(apply)
      330    0.001    0.000    0.004    0.000 managers.py:557(copy)
     1109    0.003    0.000    0.004    0.000 generic.py:6236(__finalize__)
        3    0.000    0.000    0.004    0.001 nodes.py:1(<module>)
        1    0.000    0.000    0.004    0.004 array_ops.py:1(<module>)
       70    0.000    0.000    0.004    0.000 series.py:5773(isna)
       68    0.000    0.000    0.004    0.000 generic.py:6432(dtypes)
      256    0.002    0.000    0.004    0.000 algorithms.py:1248(searchsorted)
      111    0.000    0.000    0.004    0.000 typing.py:753(Literal)
       70    0.000    0.000    0.004    0.000 generic.py:8693(isna)
        1    0.000    0.000    0.004    0.004 generic.py:244(NDFrame)
       64    0.000    0.000    0.004    0.000 connection.py:246(recv)
     6061    0.002    0.000    0.004    0.000 config.py:635(_get_root)
    13981    0.002    0.000    0.004    0.000 generic.py:37(_check)
       48    0.000    0.000    0.004    0.000 pathlib.py:1022(read_text)
      811    0.004    0.000    0.004    0.000 {built-in method builtins.compile}
      196    0.000    0.000    0.004    0.000 base.py:5651(identical)
      796    0.001    0.000    0.004    0.000 selectors.py:351(register)
        1    0.000    0.000    0.003    0.003 BufferedTokenStream.py:1(<module>)
        4    0.000    0.000    0.003    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _dtype_like.py:1(<module>)
     1700    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:124(setdefault)
      195    0.001    0.000    0.003    0.000 multi.py:1085(_set_codes)
        1    0.000    0.000    0.003    0.003 _constants.py:1(<module>)
       68    0.000    0.000    0.003    0.000 indexing.py:1756(_get_slice_axis)
     1785    0.003    0.000    0.003    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      199    0.000    0.000    0.003    0.000 styleselector.py:69(__str__)
        1    0.000    0.000    0.003    0.003 process.py:650(__init__)
        1    0.000    0.000    0.003    0.003 npyio.py:1(<module>)
       45    0.000    0.000    0.003    0.000 __init__.py:811(read_text)
      410    0.000    0.000    0.003    0.000 frame.py:4608(_box_col_values)
      265    0.000    0.000    0.003    0.000 overrides.py:142(decorator)
        1    0.000    0.000    0.003    0.003 eval.py:1(<module>)
       55    0.000    0.000    0.003    0.000 dataclasses.py:568(_init_fn)
    17195    0.002    0.000    0.003    0.000 <frozen codecs>:327(reset)
      195    0.001    0.000    0.003    0.000 multi.py:903(_set_levels)
        2    0.000    0.000    0.003    0.002 interval.py:1(<module>)
       55    0.000    0.000    0.003    0.000 dataclasses.py:1247(dataclass)
        1    0.000    0.000    0.003    0.003 defaults.py:1(<module>)
       16    0.000    0.000    0.003    0.000 reduction.py:58(dump)
       60    0.000    0.000    0.003    0.000 typing.py:1288(__or__)
        1    0.000    0.000    0.003    0.003 base.py:6427(groupby)
       75    0.000    0.000    0.003    0.000 accessor.py:255(_wrap_result)
      128    0.000    0.000    0.003    0.000 <frozen genericpath>:39(isdir)
      552    0.001    0.000    0.003    0.000 managers.py:1863(from_array)
       73    0.000    0.000    0.003    0.000 managers.py:2121(create_block_manager_from_column_arrays)
      160    0.000    0.000    0.003    0.000 format.py:1726(_make_fixed_width)
     1235    0.002    0.000    0.003    0.000 base.py:649(_simple_new)
        1    0.003    0.003    0.003    0.003 categorical.py:2319(_reverse_indexer)
      510    0.001    0.000    0.003    0.000 pathlib.py:387(_parse_path)
      820    0.000    0.000    0.003    0.000 typing.py:1174(__init__)
      559    0.002    0.000    0.003    0.000 cast.py:1156(maybe_infer_to_datetimelike)
      199    0.000    0.000    0.003    0.000 featgeom.py:541(_newfeature)
      186    0.000    0.000    0.003    0.000 <frozen abc>:105(__new__)
       72    0.000    0.000    0.003    0.000 base.py:6162(get_indexer_for)
     1723    0.002    0.000    0.003    0.000 generic.py:278(__init__)
        1    0.000    0.000    0.003    0.003 parameter_product.py:8(generate_dicts_product)
        1    0.000    0.000    0.003    0.003 _internal.py:1(<module>)
      225    0.000    0.000    0.003    0.000 scanner.py:156(fetch_more_tokens)
        3    0.000    0.000    0.003    0.001 _model_construction.py:531(set_model_fields)
      138    0.001    0.000    0.003    0.000 base.py:2313(is_unique)
       49    0.000    0.000    0.003    0.000 enum.py:528(__new__)
        3    0.000    0.000    0.003    0.001 _fields.py:78(collect_model_fields)
        1    0.000    0.000    0.003    0.003 Errors.py:1(<module>)
       65    0.000    0.000    0.003    0.000 <frozen codecs>:725(write)
        1    0.000    0.000    0.003    0.003 lexer.py:1(<module>)
     6306    0.001    0.000    0.003    0.000 typing.py:1161(_is_dunder)
       65    0.000    0.000    0.003    0.000 <frozen codecs>:373(write)
    72/67    0.000    0.000    0.003    0.000 _generate_schema.py:2257(inner_handler)
        1    0.000    0.000    0.003    0.003 _npyio_impl.py:1(<module>)
        1    0.000    0.000    0.003    0.003 process.py:174(__init__)
        1    0.000    0.000    0.003    0.003 queues.py:37(__init__)
      683    0.001    0.000    0.003    0.000 typing.py:262(_collect_parameters)
       72    0.000    0.000    0.003    0.000 common.py:304(_get_filepath_or_buffer)
      845    0.003    0.000    0.003    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.003    0.003 tz.py:1(<module>)
        1    0.000    0.000    0.003    0.003 categorical.py:692(from_codes)
    14359    0.003    0.000    0.003    0.000 {method 'split' of 'str' objects}
     1261    0.002    0.000    0.003    0.000 numeric.py:290(full)
       14    0.003    0.000    0.003    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        5    0.000    0.000    0.003    0.001 synchronize.py:50(__init__)
     1261    0.000    0.000    0.003    0.000 typing.py:730(<genexpr>)
     1700    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:372(release)
        1    0.000    0.000    0.003    0.003 featgeom.py:1(<module>)
      660    0.002    0.000    0.003    0.000 functools.py:35(update_wrapper)
      206    0.000    0.000    0.003    0.000 substyle.py:61(__str__)
        1    0.000    0.000    0.003    0.003 apply.py:1(<module>)
      782    0.002    0.000    0.003    0.000 concat.py:52(concat_compat)
        2    0.001    0.000    0.003    0.001 ATNDeserializer.py:200(readEdges)
        2    0.000    0.000    0.003    0.001 sysconfig.py:751(get_config_var)
      3/2    0.000    0.000    0.003    0.001 sysconfig.py:711(get_config_vars)
       73    0.001    0.000    0.003    0.000 managers.py:2190(_form_blocks)
        1    0.000    0.000    0.002    0.002 sysconfig.py:644(_init_config_vars)
     2136    0.001    0.000    0.002    0.000 {built-in method builtins.max}
      796    0.001    0.000    0.002    0.000 selectors.py:234(register)
        1    0.000    0.000    0.002    0.002 _methods.py:1(<module>)
     5426    0.001    0.000    0.002    0.000 config.py:688(_warn_if_deprecated)
        1    0.000    0.000    0.002    0.002 reader.py:1(<module>)
       64    0.000    0.000    0.002    0.000 indexing.py:744(_get_setitem_indexer)
        4    0.000    0.000    0.002    0.001 context.py:65(Lock)
      585    0.001    0.000    0.002    0.000 multi.py:1102(<genexpr>)
        1    0.000    0.000    0.002    0.002 reader.py:45(Reader)
      104    0.000    0.000    0.002    0.000 inspect.py:3346(signature)
        4    0.000    0.000    0.002    0.001 synchronize.py:168(__init__)
       80    0.000    0.000    0.002    0.000 typing.py:747(Optional)
    11487    0.002    0.000    0.002    0.000 config.py:649(_get_deprecated_option)
      104    0.000    0.000    0.002    0.000 inspect.py:3081(from_callable)
     1700    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
      818    0.001    0.000    0.002    0.000 generic.py:807(_set_axis)
        3    0.000    0.000    0.002    0.001 concat.py:157(concat)
     6061    0.001    0.000    0.002    0.000 config.py:676(_translate_key)
       36    0.001    0.000    0.002    0.000 __init__.py:355(namedtuple)
        2    0.000    0.000    0.002    0.001 datetimelike.py:1(<module>)
      128    0.001    0.000    0.002    0.000 multi.py:2171(__reduce__)
       77    0.000    0.000    0.002    0.000 indexing.py:1032(_getitem_lowerdim)
      128    0.000    0.000    0.002    0.000 kml.py:389(newlinestring)
        1    0.000    0.000    0.002    0.002 _char_codes.py:1(<module>)
  118/104    0.000    0.000    0.002    0.000 inspect.py:2501(_signature_from_callable)
        1    0.000    0.000    0.002    0.002 filters.py:1(<module>)
      658    0.001    0.000    0.002    0.000 base.py:773(_view)
      100    0.000    0.000    0.002    0.000 _compiler.py:516(_compile_info)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
      748    0.000    0.000    0.002    0.000 common.py:97(is_bool_indexer)
       88    0.001    0.000    0.002    0.000 reduction.py:38(__init__)
      142    0.002    0.000    0.002    0.000 base.py:842(_engine)
        3    0.000    0.000    0.002    0.001 algorithms.py:610(factorize)
      751    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1592(_get_spec)
        2    0.000    0.000    0.002    0.001 abc.py:1(<module>)
       64    0.000    0.000    0.002    0.000 series.py:1087(_slice)
        1    0.000    0.000    0.002    0.002 compiler.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _array_like.py:1(<module>)
       65    0.002    0.000    0.002    0.000 {method 'close' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.002    0.002 staggered.py:1(<module>)
      128    0.000    0.000    0.002    0.000 featgeom.py:566(newlinestring)
      262    0.000    0.000    0.002    0.000 series.py:1095(__getitem__)
       73    0.002    0.000    0.002    0.000 {method 'write' of '_io.BufferedWriter' objects}
      694    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1206(path_stats)
      897    0.001    0.000    0.002    0.000 generic.py:339(_from_mgr)
   134/67    0.000    0.000    0.002    0.000 _generate_schema.py:1006(match_type)
4827/4819    0.001    0.000    0.002    0.000 <frozen abc>:117(__instancecheck__)
       48    0.000    0.000    0.002    0.000 pathlib.py:1005(open)
      206    0.000    0.000    0.002    0.000 featgeom.py:1062(__init__)
     2489    0.002    0.000    0.002    0.000 minidom.py:706(_get_localName)
        3    0.000    0.000    0.002    0.001 concat.py:622(get_result)
       13    0.000    0.000    0.002    0.000 enum.py:918(_convert_)
       65    0.000    0.000    0.002    0.000 frame.py:1505(iterrows)
       70    0.000    0.000    0.002    0.000 parser.py:427(parse_block_mapping_key)
       59    0.000    0.000    0.002    0.000 dataclasses.py:661(_cmp_fn)
        1    0.000    0.000    0.002    0.002 ssl.py:1(<module>)
      458    0.000    0.000    0.002    0.000 series.py:664(_constructor_from_mgr)
      285    0.000    0.000    0.002    0.000 <frozen codecs>:319(decode)
        1    0.000    0.000    0.002    0.002 _base.py:1435(ExcelFile)
        1    0.000    0.000    0.002    0.002 _config.py:1(<module>)
      427    0.001    0.000    0.002    0.000 missing.py:261(_isna_array)
        1    0.000    0.000    0.002    0.002 OmegaConfGrammarParser.py:1(<module>)
        1    0.000    0.000    0.002    0.002 OmegaConfGrammarParser.py:92(OmegaConfGrammarParser)
     1388    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       64    0.000    0.000    0.002    0.000 indexing.py:985(_convert_tuple)
       22    0.000    0.000    0.002    0.000 dataclasses.py:638(_frozen_get_del_attr)
        1    0.000    0.000    0.002    0.002 localization.py:1(<module>)
      563    0.001    0.000    0.002    0.000 pathlib.py:1157(__init__)
      310    0.000    0.000    0.002    0.000 pathlib.py:711(joinpath)
     1243    0.000    0.000    0.002    0.000 base.py:7688(maybe_extract_name)
       64    0.001    0.000    0.002    0.000 {built-in method _pickle.loads}
        1    0.000    0.000    0.002    0.002 _globals.py:1(<module>)
      265    0.000    0.000    0.002    0.000 pathlib.py:719(__truediv__)
        1    0.000    0.000    0.002    0.002 numpy_.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ParserRuleContext.py:1(<module>)
       20    0.000    0.000    0.002    0.000 typing.py:2814(__new__)
       55    0.000    0.000    0.002    0.000 dataclasses.py:627(_repr_fn)
        1    0.000    0.000    0.002    0.002 functional_validators.py:1(<module>)
      585    0.000    0.000    0.002    0.000 multi.py:924(<genexpr>)
       64    0.000    0.000    0.002    0.000 main.py:62(<lambda>)
        2    0.000    0.000    0.002    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.002    0.002 yaml_loader.py:31(convert_omegaconf_to_schema)
        1    0.000    0.000    0.002    0.002 resolver.py:1(<module>)
      474    0.001    0.000    0.002    0.000 managers.py:1012(iget)
      285    0.002    0.000    0.002    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.002    0.001 construction.py:638(_extract_index)
      128    0.000    0.000    0.002    0.000 indexing.py:1452(_convert_to_indexer)
